fighter_name,Height,Weight,Reach,Stance,DOB,KD,SIG_STR_pct,TD_pct,SUB_ATT,PASS,REV,SIG_STR._ATT,SIG_STR._LANDED,TOTAL_STR._ATT,TOTAL_STR._LANDED,TD_ATT,TD_LANDED,HEAD_ATT,HEAD_LANDED,BODY_ATT,BODY_LANDED,LEG_ATT,LEG_LANDED,DISTANCE_ATT,DISTANCE_LANDED,CLINCH_ATT,CLINCH_LANDED,GROUND_ATT,GROUND_LANDED,win_by,last_round,date,location,title_bout,weight_class,total_time_fought(sec),no_of_rounds,age,num_fights,win,num_wins,record,fight_rank
David Abbott,72.0,265.0,73.75,Switch,,0.0,0.42,0.0,0.0,0.0,0.0,26.0,11.0,33.0,17.0,0.0,0.0,26.0,11.0,0.0,0.0,0.0,0.0,9.0,4.0,17.0,7.0,0.0,0.0,KO,1.0,2003-11-21,0.0,0,Heavyweight,134.0,3.0,29.848766940940852,18,0,8,0.4444444444444444,18.0
David Abbott,72.0,265.0,73.75,Switch,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Submission,1.0,2003-06-06,1.0,0,Heavyweight,119.0,3.0,29.848766940940852,18,0,8,0.4444444444444444,17.0
David Abbott,72.0,265.0,73.75,Switch,,0.0,0.2,0.0,0.0,0.0,0.0,5.0,1.0,6.0,2.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,Submission,1.0,2003-02-28,0.0,0,Heavyweight,46.0,3.0,29.848766940940852,18,0,8,0.4444444444444444,16.0
David Abbott,72.0,265.0,73.75,Switch,,0.0,0.33,0.5,0.0,0.0,0.0,48.0,16.0,69.0,31.0,2.0,1.0,48.0,16.0,0.0,0.0,0.0,0.0,25.0,7.0,14.0,4.0,9.0,5.0,KO,1.0,1998-10-16,0.0,0,Heavyweight,487.0,2.0,29.848766940940852,18,0,8,0.4444444444444444,15.0
David Abbott,72.0,265.0,73.75,Switch,,1.0,0.22,0.0,0.0,3.0,0.0,22.0,5.0,39.0,17.0,0.0,0.0,22.0,5.0,0.0,0.0,0.0,0.0,8.0,1.0,3.0,2.0,11.0,2.0,Submission,1.0,1997-10-17,0.0,1,Heavyweight,488.0,3.0,29.848766940940852,18,0,8,0.4444444444444444,12.0
David Abbott,72.0,265.0,73.75,Switch,,0.0,0.4,0.0,0.0,0.0,0.0,5.0,2.0,5.0,2.0,1.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,KO,1.0,1997-05-30,0.0,0,Heavyweight,52.0,3.0,29.848766940940852,18,0,8,0.4444444444444444,11.0
David Abbott,72.0,265.0,73.75,Switch,,0.0,0.46,0.0,0.0,0.0,0.0,28.0,13.0,32.0,16.0,0.0,0.0,27.0,13.0,1.0,0.0,0.0,0.0,19.0,9.0,9.0,4.0,0.0,0.0,Submission,1.0,1996-12-07,0.0,1,Catch Weight,82.0,3.0,29.848766940940852,18,0,8,0.4444444444444444,10.0
David Abbott,72.0,265.0,73.75,Switch,,0.0,0.42,0.0,0.0,0.0,0.0,50.0,21.0,56.0,27.0,1.0,0.0,49.0,20.0,1.0,1.0,0.0,0.0,39.0,15.0,11.0,6.0,0.0,0.0,Other,2.0,1996-09-20,0.0,0,Open Weight,1080.0,2.0,29.848766940940852,18,0,8,0.4444444444444444,7.0
David Abbott,72.0,265.0,73.75,Switch,,0.0,0.5,0.0,0.0,0.0,0.0,6.0,3.0,16.0,11.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,1.0,1.0,Other,1.0,1995-12-16,0.0,0,Open Weight,1080.0,1.0,29.848766940940852,18,0,8,0.4444444444444444,5.0
David Abbott,72.0,265.0,73.75,Switch,,0.0,0.37,0.66,1.0,1.0,0.0,45.0,17.0,71.0,39.0,3.0,2.0,44.0,16.0,1.0,1.0,0.0,0.0,27.0,8.0,7.0,3.0,11.0,6.0,Submission,1.0,1995-07-14,0.0,1,Catch Weight,1065.0,2.0,29.848766940940852,18,0,8,0.4444444444444444,3.0
Shamil Abdurakhimov,75.0,235.0,76.0,Orthodox,1981-09-02,0.0,0.36,0.12,0.0,1.0,0.0,128.0,47.0,135.0,52.0,8.0,1.0,91.0,21.0,10.0,6.0,27.0,20.0,108.0,39.0,16.0,7.0,4.0,1.0,Other,3.0,2016-10-01,0.0,0,Heavyweight,900.0,3.0,35.080802480543746,8,1,5,0.625,3.0
Shamil Abdurakhimov,75.0,235.0,76.0,Orthodox,1981-09-02,0.0,0.36,0.0,0.0,0.0,0.0,25.0,9.0,27.0,11.0,1.0,0.0,19.0,5.0,1.0,0.0,5.0,4.0,22.0,9.0,3.0,0.0,0.0,0.0,KO,1.0,2015-04-04,0.0,0,Heavyweight,297.0,3.0,33.585905254728026,8,0,5,0.625,1.0
Shamil Abdurakhimov,75.0,235.0,76.0,Orthodox,1981-09-02,0.0,0.37,0.0,0.0,0.0,0.0,8.0,3.0,8.0,3.0,0.0,0.0,7.0,3.0,1.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,KO,2.0,2019-09-07,0.0,0,Heavyweight,442.0,3.0,38.01310088502844,8,0,5,0.625,8.0
Shamil Abdurakhimov,75.0,235.0,76.0,Orthodox,1981-09-02,1.0,0.41,0.0,0.0,0.0,0.0,87.0,36.0,87.0,36.0,3.0,0.0,72.0,24.0,13.0,10.0,2.0,2.0,74.0,26.0,13.0,10.0,0.0,0.0,KO,2.0,2019-04-20,0.0,0,Heavyweight,495.0,3.0,37.62979390405005,8,1,5,0.625,7.0
Shamil Abdurakhimov,75.0,235.0,76.0,Orthodox,1981-09-02,0.0,0.45,0.5,0.0,0.0,0.0,70.0,32.0,108.0,67.0,4.0,2.0,50.0,19.0,16.0,9.0,4.0,4.0,41.0,12.0,11.0,6.0,18.0,14.0,Other,3.0,2018-09-15,0.0,0,Heavyweight,900.0,3.0,37.035668083533544,8,1,5,0.625,6.0
Shamil Abdurakhimov,75.0,235.0,76.0,Orthodox,1981-09-02,1.0,0.6,0.0,0.0,0.0,0.0,10.0,6.0,10.0,6.0,0.0,0.0,8.0,5.0,2.0,1.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,KO,1.0,2017-11-25,0.0,0,Heavyweight,84.0,3.0,36.23072342347892,8,1,5,0.625,5.0
Shamil Abdurakhimov,75.0,235.0,76.0,Orthodox,1981-09-02,0.0,0.4,0.36,1.0,3.0,0.0,37.0,15.0,106.0,77.0,11.0,4.0,23.0,5.0,6.0,5.0,8.0,5.0,23.0,5.0,7.0,5.0,7.0,5.0,KO,4.0,2016-12-09,0.0,0,Heavyweight,1122.0,5.0,35.26971806402596,8,0,5,0.625,4.0
Shamil Abdurakhimov,75.0,235.0,76.0,Orthodox,1981-09-02,0.0,0.59,0.0,0.0,0.0,0.0,104.0,62.0,132.0,89.0,2.0,0.0,84.0,49.0,9.0,6.0,11.0,7.0,61.0,29.0,41.0,31.0,2.0,2.0,Other,3.0,2016-02-21,0.0,0,Heavyweight,900.0,3.0,34.47024921798531,8,1,5,0.625,2.0
Daichi Abe,71.0,170.0,71.0,Orthodox,1991-11-27,1.0,0.34,1.0,0.0,1.0,0.0,183.0,63.0,185.0,65.0,1.0,1.0,137.0,35.0,7.0,4.0,39.0,24.0,172.0,54.0,5.0,3.0,6.0,6.0,Other,3.0,2017-09-22,0.0,0,Welterweight,900.0,3.0,25.821200982908614,3,1,1,0.3333333333333333,1.0
Daichi Abe,71.0,170.0,71.0,Orthodox,1991-11-27,0.0,0.29,0.0,0.0,0.0,0.0,154.0,45.0,154.0,45.0,0.0,0.0,123.0,24.0,6.0,1.0,25.0,20.0,153.0,45.0,1.0,0.0,0.0,0.0,Other,3.0,2018-06-23,0.0,0,Welterweight,900.0,3.0,26.571387502823466,3,0,1,0.3333333333333333,3.0
Daichi Abe,71.0,170.0,71.0,Orthodox,1991-11-27,0.0,0.36,0.0,0.0,0.0,0.0,171.0,63.0,176.0,65.0,1.0,0.0,144.0,43.0,14.0,7.0,13.0,13.0,145.0,47.0,14.0,8.0,12.0,8.0,Other,3.0,2018-02-10,0.0,0,Welterweight,900.0,3.0,26.207245870893995,3,0,1,0.3333333333333333,2.0
Papy Abedi,71.0,185.0,74.0,Southpaw,1978-06-30,0.0,0.66,0.66,0.0,2.0,0.0,80.0,53.0,97.0,69.0,6.0,4.0,31.0,14.0,39.0,35.0,10.0,4.0,21.0,10.0,34.0,27.0,25.0,16.0,Other,3.0,2013-04-06,0.0,0,Welterweight,900.0,3.0,34.76868108174706,4,1,1,0.25,3.0
Papy Abedi,71.0,185.0,74.0,Southpaw,1978-06-30,0.0,0.61,0.33,0.0,1.0,0.0,18.0,11.0,28.0,19.0,3.0,1.0,13.0,7.0,2.0,2.0,3.0,2.0,12.0,6.0,3.0,2.0,3.0,3.0,Submission,1.0,2012-04-14,0.0,0,Welterweight,273.0,3.0,33.79124828025216,4,0,1,0.25,2.0
Papy Abedi,71.0,185.0,74.0,Southpaw,1978-06-30,0.0,0.47,0.6,3.0,4.0,0.0,40.0,19.0,48.0,27.0,5.0,3.0,28.0,12.0,9.0,5.0,3.0,2.0,30.0,11.0,0.0,0.0,10.0,8.0,KO,3.0,2013-08-28,0.0,0,Middleweight,692.0,3.0,35.162939690753404,4,0,1,0.25,4.0
Papy Abedi,71.0,185.0,74.0,Southpaw,1978-06-30,0.0,0.36,0.0,0.0,0.0,0.0,38.0,14.0,39.0,15.0,0.0,0.0,32.0,9.0,5.0,4.0,1.0,1.0,32.0,9.0,6.0,5.0,0.0,0.0,Submission,1.0,2011-11-05,0.0,0,Welterweight,212.0,3.0,33.35044525212701,4,0,1,0.25,1.0
Ricardo Abreu,71.0,185.0,73.0,Orthodox,1984-04-27,0.0,0.31,0.42,0.0,1.0,0.0,151.0,47.0,174.0,69.0,7.0,3.0,136.0,38.0,7.0,5.0,8.0,4.0,133.0,38.0,18.0,9.0,0.0,0.0,Other,3.0,2015-06-06,0.0,0,Middleweight,900.0,3.0,31.108099413403423,2,0,1,0.5,2.0
Ricardo Abreu,71.0,185.0,73.0,Orthodox,1984-04-27,2.0,0.32,0.0,1.0,3.0,0.0,101.0,33.0,111.0,43.0,0.0,0.0,93.0,27.0,7.0,5.0,1.0,1.0,83.0,20.0,6.0,4.0,12.0,9.0,Submission,2.0,2014-05-31,0.0,0,Middleweight,366.0,3.0,30.092335913810686,2,1,1,0.5,1.0
Klidson Abreu,72.0,205.0,74.0,Orthodox,1992-12-24,0.0,0.41,0.5,0.0,0.0,0.0,78.0,32.0,95.0,47.0,2.0,1.0,48.0,11.0,15.0,7.0,15.0,14.0,76.0,31.0,1.0,1.0,1.0,0.0,Other,3.0,2019-11-09,0.0,0,Light Heavyweight,900.0,3.0,26.875295180599192,3,0,1,0.3333333333333333,3.0
Klidson Abreu,72.0,205.0,74.0,Orthodox,1992-12-24,0.0,0.4,0.33,0.0,1.0,0.0,89.0,36.0,115.0,61.0,3.0,1.0,60.0,17.0,13.0,4.0,16.0,15.0,85.0,35.0,4.0,1.0,0.0,0.0,Other,3.0,2019-07-20,0.0,0,Light Heavyweight,900.0,3.0,26.568649595816478,3,1,1,0.3333333333333333,2.0
Klidson Abreu,72.0,205.0,74.0,Orthodox,1992-12-24,0.0,0.37,0.0,0.0,0.0,0.0,62.0,23.0,73.0,32.0,5.0,0.0,41.0,10.0,15.0,8.0,6.0,5.0,53.0,16.0,9.0,7.0,0.0,0.0,Other,3.0,2019-02-23,0.0,0,Light Heavyweight,900.0,3.0,26.166177265789166,3,0,1,0.3333333333333333,1.0
Scott Adams,72.0,225.0,73.75,Southpaw,,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,11.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Submission,1.0,2000-03-10,0.0,0,Heavyweight,189.0,2.0,29.848766940940852,1,1,1,1.0,1.0
Juan Adams,77.0,265.0,80.0,Orthodox,1992-01-16,0.0,0.63,0.0,0.0,0.0,0.0,11.0,7.0,11.0,7.0,0.0,0.0,4.0,3.0,4.0,2.0,3.0,2.0,11.0,7.0,0.0,0.0,0.0,0.0,KO,1.0,2020-02-08,0.0,0,Heavyweight,119.0,3.0,28.063546821632205,4,0,1,0.25,4.0
Juan Adams,77.0,265.0,80.0,Orthodox,1992-01-16,0.0,0.42,0.0,0.0,0.0,0.0,7.0,3.0,7.0,3.0,1.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,KO,1.0,2019-07-20,0.0,0,Heavyweight,45.0,3.0,27.507751699213536,4,0,1,0.25,3.0
Juan Adams,77.0,265.0,80.0,Orthodox,1992-01-16,0.0,0.43,0.0,0.0,0.0,0.0,185.0,81.0,212.0,107.0,0.0,0.0,158.0,56.0,23.0,21.0,4.0,4.0,148.0,50.0,36.0,30.0,1.0,1.0,Other,3.0,2019-05-04,0.0,0,Heavyweight,900.0,3.0,27.296932859675422,4,0,1,0.25,2.0
Juan Adams,77.0,265.0,80.0,Orthodox,1992-01-16,0.0,0.59,1.0,0.0,4.0,0.0,144.0,86.0,180.0,121.0,2.0,2.0,131.0,74.0,8.0,8.0,5.0,4.0,85.0,38.0,15.0,13.0,44.0,35.0,KO,3.0,2018-12-15,0.0,0,Heavyweight,658.0,3.0,26.91362587869703,4,1,1,0.25,1.0
Israel Adesanya,76.0,185.0,80.0,Switch,1989-07-22,0.0,0.36,0.0,0.0,0.0,0.0,132.0,48.0,132.0,48.0,0.0,0.0,81.0,14.0,22.0,9.0,29.0,25.0,132.0,48.0,0.0,0.0,0.0,0.0,Other,5.0,2020-03-07,1.0,1,Middleweight,1500.0,5.0,30.626227780173448,8,1,8,1.0,8.0
Israel Adesanya,76.0,185.0,80.0,Switch,1989-07-22,0.0,0.49,0.0,0.0,0.0,0.0,132.0,65.0,132.0,65.0,0.0,0.0,79.0,27.0,22.0,9.0,31.0,29.0,129.0,63.0,3.0,2.0,0.0,0.0,Other,3.0,2019-02-09,0.0,0,Middleweight,900.0,3.0,29.55296823343395,8,1,8,1.0,5.0
Israel Adesanya,76.0,185.0,80.0,Switch,1989-07-22,0.0,0.46,0.0,0.0,0.0,0.0,123.0,57.0,134.0,67.0,1.0,0.0,92.0,31.0,12.0,11.0,19.0,15.0,123.0,57.0,0.0,0.0,0.0,0.0,Other,3.0,2018-04-14,0.0,0,Middleweight,900.0,3.0,28.72885822433041,8,1,8,1.0,2.0
Israel Adesanya,76.0,185.0,80.0,Switch,1989-07-22,2.0,0.42,0.0,0.0,0.0,0.0,95.0,40.0,95.0,40.0,0.0,0.0,80.0,27.0,8.0,6.0,7.0,7.0,91.0,37.0,0.0,0.0,4.0,3.0,KO,2.0,2019-10-05,0.0,1,Middleweight,513.0,5.0,30.204590101097217,8,1,8,1.0,7.0
Israel Adesanya,76.0,185.0,80.0,Switch,1989-07-22,4.0,0.45,0.0,2.0,0.0,0.0,237.0,109.0,247.0,119.0,0.0,0.0,186.0,70.0,23.0,16.0,28.0,23.0,225.0,100.0,1.0,1.0,11.0,8.0,Other,5.0,2019-04-13,0.0,1,Middleweight,1500.0,5.0,29.725456374874227,8,1,8,1.0,6.0
Israel Adesanya,76.0,185.0,80.0,Switch,1989-07-22,3.0,0.56,0.0,0.0,0.0,0.0,23.0,13.0,25.0,15.0,0.0,0.0,16.0,9.0,4.0,3.0,3.0,1.0,19.0,11.0,3.0,2.0,1.0,0.0,KO,1.0,2018-11-03,0.0,0,Middleweight,291.0,3.0,29.284653346749078,8,1,8,1.0,4.0
Israel Adesanya,76.0,185.0,80.0,Switch,1989-07-22,0.0,0.55,0.0,1.0,2.0,0.0,215.0,119.0,223.0,127.0,2.0,0.0,144.0,61.0,29.0,21.0,42.0,37.0,192.0,99.0,14.0,12.0,9.0,8.0,Other,5.0,2018-07-06,1.0,0,Middleweight,1500.0,5.0,28.956104505910456,8,1,8,1.0,3.0
Israel Adesanya,76.0,185.0,80.0,Switch,1989-07-22,1.0,0.69,0.0,0.0,0.0,0.0,75.0,52.0,94.0,70.0,0.0,0.0,56.0,35.0,13.0,13.0,6.0,4.0,45.0,28.0,30.0,24.0,0.0,0.0,KO,2.0,2018-02-10,0.0,0,Middleweight,517.0,3.0,28.556370082890133,8,1,8,1.0,1.0
Sam Adkins,75.0,225.0,76.8076923076923,Orthodox,1965-04-26,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Submission,1.0,1996-09-20,0.0,0,Open Weight,126.0,1.0,31.403793370158184,2,0,0,0.0,2.0
Sam Adkins,75.0,225.0,76.8076923076923,Orthodox,1965-04-26,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,KO,1.0,1996-02-16,0.0,0,Open Weight,48.0,1.0,30.809667549641677,2,0,0,0.0,1.0
Nick Agallar,68.0,155.0,69.79285714285714,Orthodox,1979-01-13,0.0,0.11,0.0,0.0,0.0,0.0,43.0,5.0,48.0,10.0,2.0,0.0,36.0,2.0,2.0,0.0,5.0,3.0,42.0,4.0,1.0,1.0,0.0,0.0,KO,2.0,2003-11-21,0.0,0,Lightweight,434.0,3.0,24.854719809441672,1,0,0,0.0,1.0
Marcelo Aguiar,70.0,170.0,71.77173913043478,Orthodox,,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,21.0,21.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,KO,1.0,2000-06-09,0.0,0,Welterweight,274.0,3.0,29.848766940940852,1,0,0,0.0,1.0
Jessica Aguilar,63.0,115.0,63.0,Orthodox,1982-05-08,0.0,0.64,0.0,0.0,0.0,0.0,199.0,128.0,209.0,138.0,6.0,0.0,150.0,83.0,36.0,32.0,13.0,13.0,151.0,85.0,48.0,43.0,0.0,0.0,Other,3.0,2018-07-14,0.0,0,Women's Strawweight,900.0,3.0,36.18417900436012,5,1,1,0.2,3.0
Jessica Aguilar,63.0,115.0,63.0,Orthodox,1982-05-08,0.0,0.53,0.8,0.0,1.0,0.0,106.0,57.0,154.0,102.0,5.0,4.0,70.0,27.0,15.0,10.0,21.0,20.0,53.0,24.0,18.0,10.0,35.0,23.0,Other,3.0,2017-05-13,0.0,0,Women's Strawweight,900.0,3.0,35.015092712376024,5,0,1,0.2,2.0
Jessica Aguilar,63.0,115.0,63.0,Orthodox,1982-05-08,0.0,0.43,0.0,1.0,1.0,0.0,114.0,50.0,127.0,63.0,1.0,0.0,76.0,23.0,38.0,27.0,0.0,0.0,75.0,22.0,38.0,27.0,1.0,1.0,Other,3.0,2019-03-30,0.0,0,Women's Strawweight,900.0,3.0,36.89329691917014,5,0,1,0.2,5.0
Jessica Aguilar,63.0,115.0,63.0,Orthodox,1982-05-08,0.0,0.75,0.0,0.0,0.0,0.0,12.0,9.0,14.0,11.0,1.0,0.0,2.0,0.0,9.0,8.0,1.0,1.0,2.0,0.0,10.0,9.0,0.0,0.0,Submission,1.0,2018-11-24,0.0,0,Women's Strawweight,221.0,3.0,36.54832063628959,5,0,1,0.2,4.0
Jessica Aguilar,63.0,115.0,63.0,Orthodox,1982-05-08,0.0,0.37,0.0,0.0,0.0,0.0,189.0,70.0,210.0,88.0,3.0,0.0,152.0,35.0,13.0,11.0,24.0,24.0,180.0,63.0,9.0,7.0,0.0,0.0,Other,3.0,2015-08-01,0.0,0,Women's Strawweight,900.0,3.0,33.23271525082651,5,0,1,0.2,1.0
Kevin Aguilar,67.0,145.0,73.0,Orthodox,1988-09-07,0.0,0.32,0.0,0.0,0.0,0.0,28.0,9.0,28.0,9.0,0.0,0.0,22.0,4.0,4.0,3.0,2.0,2.0,28.0,9.0,0.0,0.0,0.0,0.0,KO,1.0,2020-02-22,0.0,0,Featherweight,201.0,3.0,31.45855151029795,4,0,2,0.5,4.0
Kevin Aguilar,67.0,145.0,73.0,Orthodox,1988-09-07,0.0,0.31,1.0,0.0,0.0,1.0,104.0,33.0,136.0,65.0,1.0,1.0,83.0,21.0,18.0,10.0,3.0,2.0,87.0,21.0,6.0,5.0,11.0,7.0,Other,3.0,2019-06-22,0.0,0,Featherweight,900.0,3.0,30.78776429358577,4,0,2,0.5,3.0
Kevin Aguilar,67.0,145.0,73.0,Orthodox,1988-09-07,0.0,0.23,0.0,0.0,0.0,0.0,243.0,58.0,243.0,58.0,0.0,0.0,208.0,36.0,31.0,20.0,4.0,2.0,240.0,58.0,3.0,0.0,0.0,0.0,Other,3.0,2019-03-30,0.0,0,Featherweight,900.0,3.0,30.557780104998734,4,1,2,0.5,2.0
Kevin Aguilar,67.0,145.0,73.0,Orthodox,1988-09-07,1.0,0.51,0.0,0.0,2.0,0.0,168.0,86.0,186.0,103.0,1.0,0.0,124.0,47.0,38.0,33.0,6.0,6.0,134.0,62.0,18.0,11.0,16.0,13.0,Other,3.0,2018-11-30,1.0,0,Featherweight,900.0,3.0,30.229231264160113,4,1,2,0.5,1.0
Omari Akhmedov,72.0,185.0,73.0,Orthodox,1987-10-12,0.0,0.33,0.66,0.0,3.0,0.0,77.0,26.0,106.0,47.0,3.0,2.0,60.0,14.0,10.0,5.0,7.0,7.0,67.0,21.0,2.0,0.0,8.0,5.0,Other,3.0,2019-09-07,0.0,0,Middleweight,900.0,3.0,31.90483035243708,12,1,8,0.6666666666666666,11.0
Omari Akhmedov,72.0,185.0,73.0,Orthodox,1987-10-12,1.0,0.29,1.0,0.0,0.0,0.0,117.0,35.0,120.0,38.0,1.0,1.0,87.0,17.0,15.0,10.0,15.0,8.0,108.0,29.0,3.0,2.0,6.0,4.0,KO,3.0,2015-12-10,1.0,0,Welterweight,738.0,3.0,28.16211147388379,12,0,8,0.6666666666666666,5.0
Omari Akhmedov,72.0,185.0,73.0,Orthodox,1987-10-12,0.0,0.34,0.55,0.0,0.0,0.0,184.0,64.0,219.0,93.0,9.0,5.0,160.0,48.0,19.0,12.0,5.0,4.0,147.0,39.0,15.0,8.0,22.0,17.0,Other,3.0,2015-01-03,1.0,0,Welterweight,900.0,3.0,27.22848518450071,12,1,8,0.6666666666666666,3.0
Omari Akhmedov,72.0,185.0,73.0,Orthodox,1987-10-12,0.0,0.33,0.5,0.0,1.0,0.0,166.0,55.0,180.0,69.0,4.0,2.0,139.0,41.0,23.0,10.0,4.0,4.0,159.0,48.0,7.0,7.0,0.0,0.0,Other,3.0,2019-12-14,1.0,0,Middleweight,900.0,3.0,32.17314523912195,12,1,8,0.6666666666666666,12.0
Omari Akhmedov,72.0,185.0,73.0,Orthodox,1987-10-12,0.0,0.38,0.0,0.0,0.0,0.0,135.0,52.0,141.0,58.0,2.0,0.0,110.0,32.0,17.0,13.0,8.0,7.0,113.0,35.0,22.0,17.0,0.0,0.0,Other,3.0,2019-03-09,0.0,0,Middleweight,900.0,3.0,31.406531277165172,12,1,8,0.6666666666666666,10.0
